StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-30 13:48:36,2026-01-30 13:53:02,IP Address,80.167.143.96,100,266,True,2026-01-30 13:53:03,R_2IRISbTT20C4Bjz,,,,,55.7432,12.3084,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,78,0,0,6.014,0,,0,0,6.007,0,,0,0,6.005,0,,0,0,6.006,0,,0,0,6.004,0,,Moderat bekendt,697cb6ae-69f0-6b98-8440-7b7e9ac30f12,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-30 13:51:26,2026-01-30 13:53:04,IP Address,62.198.143.169,100,97,True,2026-01-30 13:53:04,R_8nA88oZEiMEVvU0,,,,,56.1567,10.2153,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Meget uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Andet,,,,Tættest på blå blok,Moderat vigtig,Mand,,51,0,0,6.024,0,,5.281,5.281,6.017,1,,0,0,6.026,0,,2.449,2.449,4.448,1,3,1.37,1.37,6.023,1,R,Meget bekendt,697cb755-0155-c4b7-de0c-eadeb63262cf,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig, Meget uenig"
2026-01-30 13:52:33,2026-01-30 13:54:42,IP Address,91.101.115.199,100,129,True,2026-01-30 13:54:42,R_2CNy3JGA00irCEv,,,,,55.7327,12.3656,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Lidt vigtig,Kvinde,,56,3.486,3.486,6.118,1,90,1.641,1.641,5.483,1,100000,2.836,2.836,6.013,1,,1.332,1.332,5.713,1,1,1.549,1.549,5.289,1,50,Lidt bekendt,697cb79c-5ecd-fe98-ca51-61cac1442bc6,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-30 13:52:42,2026-01-30 13:54:51,IP Address,37.96.115.31,100,128,True,2026-01-30 13:54:52,R_2DoPlnMJZhYsSqk,,,,,55.674,12.5696,anonymous,EN-GB,0.699999988079071,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Kvinde,,68,3.433,3.433,6.047,1,6,1.543,1.543,6.136,1,500,2.288,2.288,6.142,1,3 mio,2.533,2.533,5.9,1,0,2.003,2.003,6.147,1,6 mio,Meget bekendt,697cb7a4-ecbe-1153-681f-78845e21526a,Mette Frederiksen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig, Meget enig"
2026-01-30 13:53:12,2026-01-30 13:55:18,IP Address,212.97.236.7,100,125,True,2026-01-30 13:55:18,R_8LdvMrLezHRY5oZ,,,,,55.3982,10.4014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,41,3.705,3.705,6.014,1,,1.129,1.129,5.149,1,5445,5.196,5.196,6.013,1,,3.785,3.785,6.112,1,1,3.556,3.556,6.012,1,15,Ekstremt bekendt,697cb7c2-20b5-7cca-90a4-214730f1ebf7,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-30 13:54:44,2026-01-30 13:56:30,IP Address,87.55.43.124,100,106,True,2026-01-30 13:56:31,R_8sXEq1jwzWG9ek1,,,,,54.7953,11.6418,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Meget uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,28,1.129,4.675,6.013,5,,2.251,2.251,6.008,1,2000,1.748,2.372,5.853,3,50,1.438,2.073,5.156,3,10,1.782,3.324,5.723,4,Pas,Lidt bekendt,697cb81e-3237-1bd4-a702-4e3a46bd90ab,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig, Meget uenig, Delvist enig"
2026-01-30 13:54:09,2026-01-30 13:57:20,IP Address,80.208.70.155,100,191,True,2026-01-30 13:57:20,R_8PdjSnTaxE5V6Va,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,20,3.55,4.179,6.112,2,id,1.38,2.965,5.23,2,1000,4.432,4.432,6.006,1,,4.638,4.801,6.111,2,2,2.567,2.567,5.727,1,10000,Meget bekendt,697cb7fb-746a-3d39-320a-eba8348743de,Mette Frederiksen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig"
2026-01-30 13:54:19,2026-01-30 13:57:58,IP Address,109.58.136.1,100,219,True,2026-01-30 13:57:58,R_23dlYq9rEq6sYwT,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Ekstremt vigtig,Mand,,59,0,0,6.017,0,,0,0,6.011,0,,0.191,0.191,6.012,1,200,5.066,5.066,6.01,1,,2.374,2.374,6.118,1,23000,Ekstremt bekendt,697cb7f8-0300-922a-cb9a-08aca6d7abc5,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-30 13:54:52,2026-01-30 13:58:10,IP Address,212.130.223.111,100,198,True,2026-01-30 13:58:10,R_8E6zsMjSxBOrdAl,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Meget enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,68,5.038,5.038,6.01,1,,0,0,6.111,0,,1.273,1.273,6.117,1,ved,0,0,6.115,0,,0.516,3.968,6.112,2,,Meget bekendt,697cb825-a980-72e8-1cfe-048bc671462c,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-30 13:56:59,2026-01-30 14:00:08,IP Address,109.56.238.101,100,188,True,2026-01-30 14:00:09,R_2m2KLgYvFMbxkPx,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Mand,,53,3.746,3.746,6.011,1,1,2.095,2.095,6.005,1,50000,2.791,3.199,6.107,2,1567,3.012,4.836,6.112,2,,1.267,5.671,6.11,3,400,Meget bekendt,697cb8a6-d170-a476-6ec6-6255c6ca6a82,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig, Meget uenig, Delvist enig"
2026-01-30 13:59:15,2026-01-30 14:01:30,IP Address,37.96.103.77,100,135,True,2026-01-30 14:01:30,R_29K2v9iWoKvOjDP,,,,,55.7056,12.5683,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Ingen af delene,Lidt vigtig,Mand,,19,4.001,4.001,6.112,1,?,2.557,2.557,6.012,1,1000 min,3.2,3.2,6.154,1,?,2.301,2.301,6.122,1,?,2.677,2.677,6.111,1,4000,Moderat bekendt,697cb92d-508d-545d-1740-b0c8d1051c2a,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-30 13:59:37,2026-01-30 14:01:46,IP Address,87.49.147.78,100,128,True,2026-01-30 14:01:46,R_2dss8YLnOcE8a29,,,,,55.7123,12.0564,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Meget enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,34,1.5,1.5,6.112,1,1000,1.201,1.201,6.027,1,300,1.201,1.201,6.027,1,,3.8,3.8,6.028,1,0,1.801,1.801,6.133,1,3000,Meget bekendt,697cb943-4f17-7898-44a2-096268ea70c0,Troels Lund Poulsen,"Delvist enig, Meget enig"
2026-01-30 14:00:07,2026-01-30 14:01:55,IP Address,37.96.19.71,100,108,True,2026-01-30 14:01:56,R_8JMVX8n8pkic9ot,,,,,56.116,10.1799,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Meget enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Meget enig,Delvist enig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Mand,,38,1.597,2.634,6.115,2,107,1.342,2.164,6.015,2,299,1.424,3.619,6.013,2,100,1.105,2.926,6.017,2,,1.239,3.243,6.113,2,2000,Meget bekendt,697cb960-473a-2082-cf8d-363a7758dcc7,Mette Frederiksen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig, Meget enig"
2026-01-30 14:04:47,2026-01-30 14:07:24,IP Address,87.49.44.218,100,156,True,2026-01-30 14:07:24,R_2NXZa0M8FD1aQQ9,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Kvinde,,57,2.49,2.49,6.013,1,1,1.927,1.927,6.012,1,642874,2.493,6.006,6.105,2,3578753578,1.366,1.366,6.111,1,35788643,2.598,2.598,6.112,1,35653,Meget bekendt,697cba7a-fb16-98c0-1bca-e729775dadfa,Mette Frederiksen,"Delvist Uenig, Hverken enig eller uenig, Meget uenig"
2026-01-30 14:06:00,2026-01-30 14:08:13,IP Address,83.137.123.176,100,133,True,2026-01-30 14:08:15,R_8RZVeUJSyojp9Q3,,,,,55.2422,9.5244,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Rød blok,,Stærkt tilknyttet,,,Slet ikke vigtig,Mand,,65,2.839,2.839,6.017,1,ve,4.365,4.365,6.009,1,,0,0,6.007,0,,2.543,2.543,6.112,1,"vwd ",0,0,5.663,0,,Lidt bekendt,697cbac3-2e07-89dd-791b-593da449903b,Troels Lund Poulsen,Meget uenig
2026-01-30 14:06:06,2026-01-30 14:08:18,IP Address,2.108.222.24,100,132,True,2026-01-30 14:08:18,R_2szicKYOKLBK6sN,,,,,55.7309,12.5715,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,58,2.257,2.257,6.015,1,500,1.427,1.427,6.113,1,2500,1.823,1.823,6.015,1,1 millio,2.46,2.46,6.013,1,"Ved ",2.831,2.831,6.015,1,3000,Moderat bekendt,697cbac9-a379-35cb-08b2-a780f852abd1,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig, Delvist enig"
2026-01-30 14:09:54,2026-01-30 14:11:46,IP Address,89.239.217.72,100,111,True,2026-01-30 14:11:46,R_8Cjk4VBwLbZlnk4,,,,,55.1043,10.2548,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på rød blok,Slet ikke vigtig,Kvinde,,42,2.601,2.601,6.03,1,,2.088,2.088,6.131,1,"Ved ikke ",0.136,3.652,6.013,2,Ingeb,0.416,3.654,6.008,2,0,0,0,0.592,0,,Ekstremt bekendt,697cbbac-ac43-5f21-8b71-d5d32f669de3,Mette Frederiksen,Meget uenig
2026-01-30 14:12:01,2026-01-30 14:13:58,IP Address,62.198.142.243,100,116,True,2026-01-30 14:13:58,R_8TG0fHqZ13CrwOd,,,,,56.1567,10.2153,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Kvinde,,52,2.351,3.001,6.032,2,100,2.04,3.701,6.022,2,,0.8,0.8,6.117,1,1,1.701,1.701,6.017,1,,1.2,1.2,6.103,1,500,Lidt bekendt,697cbc2b-653d-7d10-b7f3-8db3b3e00253,Mette Frederiksen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig"
2026-01-30 14:12:15,2026-01-30 14:14:01,IP Address,37.96.100.168,100,105,True,2026-01-30 14:14:02,R_8eDmfxF5DxnmXQ9,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,18,0.748,1.879,6.142,3,,0.823,1.937,3.457,3,5,0.663,2.358,5.481,3,1000,2.23,4.321,5.574,3,50,1.51,1.51,6.036,1,500000,Meget bekendt,697cbc39-e35e-9681-eeb0-47105ec60266,Troels Lund Poulsen,"Delvist Uenig, Meget uenig, Hverken enig eller uenig"
2026-01-30 14:13:50,2026-01-30 14:17:02,IP Address,85.218.213.67,100,191,True,2026-01-30 14:17:03,R_8oSzWcuAfI55JaD,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Ingen af delene,,,,Tættest på rød blok,Slet ikke vigtig,Kvinde,,49,1.706,3.876,6.017,3,2,2.084,2.985,6.012,3,50,1.994,2.856,6.013,3,50000,2.678,5.37,6.015,3,,3.007,3.007,6.016,1,5000,Meget bekendt,697cbc99-bee4-066b-19e3-067bef7714b4,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-30 14:15:10,2026-01-30 14:18:24,IP Address,84.238.105.107,100,193,True,2026-01-30 14:18:24,R_2Qs7iQVoVmAvNca,,,,,55.6482,12.6014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Meget vigtig,Mand,,39,5.355,5.355,6.01,1,,2.13,4.827,6.112,3,,2.182,3.865,6.012,3,3,4.665,4.665,6.112,1,,4.269,4.269,6.111,1,,Lidt bekendt,697cbce9-93e4-c8de-d337-5500d465cd88,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig"
2026-01-30 14:15:34,2026-01-30 14:18:34,IP Address,83.89.70.91,100,180,True,2026-01-30 14:18:34,R_21XyY4mc0fw3QLz,,,,,55.7139,11.7115,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,73,3.684,3.684,6.007,1,,0,0,6.016,0,,0,0,6.008,0,,0,0,6.177,0,,0,0,6.11,0,,Meget bekendt,697cbcff-af56-f885-95e4-2ed93c05817f,Troels Lund Poulsen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig"
2026-01-30 14:20:52,2026-01-30 14:23:10,IP Address,37.97.10.137,100,137,True,2026-01-30 14:23:10,R_2bZcI821aLD2FlP,,,,,56.3568,8.6142,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,58,1.581,5.101,6.016,3,,2.842,3.376,6.014,2,,1.632,5.049,6.116,2,,3.311,3.828,6.117,2,,2.129,2.129,6.113,1,400,Lidt bekendt,697cbe3e-8e74-67b4-3545-75085c34d5c3,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-30 14:21:22,2026-01-30 14:23:11,IP Address,217.74.146.57,100,108,True,2026-01-30 14:23:11,R_2fB6LaGDQECiAHj,,,,,56.1567,10.2153,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Meget uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,33,4.291,5.408,6.109,3,,1.724,2.625,6.109,2,5000,1.11,2.262,5.373,2,1000,1.182,2.717,5.012,2,Pad,1.456,3.743,6.009,3,Pas,Meget bekendt,697cbe5c-2928-66b4-bda5-67535dce4bb5,Mette Frederiksen,"Delvist Uenig, Meget uenig"
2026-01-30 14:21:31,2026-01-30 14:24:13,IP Address,92.43.73.43,100,162,True,2026-01-30 14:24:14,R_8rIWhduBRFxAkXi,,,,,57.4667,9.9818,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Kvinde,,49,2.782,2.782,6.006,1,6,5.535,5.535,6.003,1,,1.495,1.495,6.014,1,3000,3.044,3.044,6.009,1,0,3.614,3.614,6.009,1,500,Moderat bekendt,697cbe66-b845-aaab-8ef4-29e25a470d58,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig, Meget uenig"
2026-01-30 14:23:19,2026-01-30 14:26:27,IP Address,87.54.124.175,100,187,True,2026-01-30 14:26:27,R_2zpXku8FNNlJd9V,,,,,56.9765,8.6266,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Meget uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist Uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Kvinde,,70,3.294,3.294,6.114,1,Ved,2.79,2.79,6.012,1,12,0.37,3.12,6.01,2,1,3.084,3.084,6.012,1,"Ved ",3.534,3.534,6.01,1,1,Meget bekendt,697cbed0-98a3-f802-4ce0-0d87192c7584,Mette Frederiksen,"Delvist Uenig, Hverken enig eller uenig, Meget uenig, Delvist enig"
2026-01-30 14:24:16,2026-01-30 14:27:08,IP Address,89.23.224.70,100,172,True,2026-01-30 14:27:09,R_2dFjmckz5sCzCTk,,,,,55.6675,12.5429,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,82,0,0,6.013,0,,5.106,5.106,6.013,1,,5.341,5.341,6.112,1,,5.001,5.001,6.013,1,,0,0,4.618,0,,Moderat bekendt,697cbf0a-530a-1064-2500-5afbe6fd34f0,Troels Lund Poulsen,"Meget enig, Delvist enig, Hverken enig eller uenig"
2026-01-30 14:25:56,2026-01-30 14:30:10,IP Address,87.49.146.88,100,253,True,2026-01-30 14:30:10,R_8StuCDEatRqMsql,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,79,4.078,4.078,6.003,1,1,3.63,3.63,6.009,1,,4.983,4.983,6.119,1,,0,0,6.014,0,,3.267,3.267,6.005,1,1000,Meget bekendt,697cbf6e-892a-90d2-d314-ef3c52e9be56,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-30 14:26:07,2026-01-30 14:30:44,IP Address,80.208.65.55,100,276,True,2026-01-30 14:30:44,R_8P7dg1tugYuWVrt,,,,,55.4467,11.8076,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Meget enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,81,0,0,6.014,0,,0,0,6.013,0,,0,0,6.012,0,,0,0,6.011,0,,0,0,6.014,0,,Lidt bekendt,697cbf79-af9c-9631-aec9-bf618fda1d0e,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Meget enig, Delvist Uenig"
2026-01-30 14:28:32,2026-01-30 14:30:59,IP Address,62.107.17.185,100,147,True,2026-01-30 14:30:59,R_2o4ItjvQdm8L8w5,,,,,55.6482,12.6014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,66,2.249,2.249,6.011,1,Mange,0,0,0.418,0,,2.412,2.412,6.017,1,,0.394,2.512,6.006,2,"Ingen ",0.398,2.28,6.011,2,10000,Lidt bekendt,697cc009-deb2-b371-35f7-5ab60f0129ff,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig"
2026-01-30 14:27:48,2026-01-30 14:31:30,IP Address,37.96.69.252,100,221,True,2026-01-30 14:31:30,R_2ZHNJSd64L0AMzz,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Ingen af delene,,,,Ingen af delene,Ekstremt vigtig,Mand,,56,4.426,4.426,6.125,1,1,0.3,3.704,6.009,2,50,3.791,3.791,6.022,1,0,4.431,4.431,6.022,1,,3.839,3.839,6.021,1,80,Ekstremt bekendt,697cbfde-0341-985a-e97a-1957d8745cf3,Mette Frederiksen,Meget enig
2026-01-30 14:29:14,2026-01-30 14:33:18,IP Address,85.27.193.212,100,243,True,2026-01-30 14:33:19,R_8YREJBX9w9E47OP,,,,,55.0481,10.6097,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Meget uenig,Andet,Midten,,,Tættest på rød blok,Meget vigtig,Mand,,24,3.572,3.572,6.012,1,,2.322,2.322,5.347,1,700,1.173,2.976,6.007,3,64 m,1.026,2.227,6.008,3,,1.087,1.087,6.105,1,10000,Moderat bekendt,697cc035-8075-90fd-50be-221a5a92ab1b,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig, Meget uenig, Delvist enig"
2026-01-30 14:31:22,2026-01-30 14:33:58,IP Address,80.208.66.140,100,156,True,2026-01-30 14:33:58,R_8DRIvUFUfo8pNpY,,,,,55.4467,11.8076,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Meget enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,53,2.321,2.321,6.123,1,10000,2.478,2.478,5.987,1,600,1.507,1.507,6.115,1,85,0,0,6.017,0,,2.691,2.691,6.011,1,4000,Moderat bekendt,697cc0b4-5676-3a48-0bf3-eb38ce232857,Troels Lund Poulsen,"Delvist enig, Meget enig, Hverken enig eller uenig"
